variable,table,category,status,source,notes
R0_CancerBreastLocation3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerDiagnosisMonth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerDiagnosisMonth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerDiagnosisYear2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerDiagnosisYear3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerType1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerType2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_CancerType3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Breast Cancer
R0_ChestLungXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_ChestNeckRadiationOther,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_ChestNeckRadiotherapy,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_ChestXray,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_ChildCancerHistory,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_ChildCancerType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_ChildCancerYear,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_ChildCancerYearUnknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_ChildDOB_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_Child_CancerWho,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_Child_DOB_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_Child_DOB_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_Child_DOB_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Cancer in family
R0_ChildhoodHghtRec,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_ChildhoodSportDaysWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ChildhoodSportHoursWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ChildhoodSportMinutesWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_ChildhoodSportParticipation,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_Cholecystectomy,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_Cholecystectomy_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_Cigarettes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_ContracepPill1_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill1_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill1_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill1_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill1_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill2_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill2_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill2_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill2_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill2_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill3_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill3_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill3_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill3_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill3_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill4_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill5_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill6_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill7_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill8_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill9_Unknown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPillUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill_MoreThanNine,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_ContracepPill_MoreThanThree,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_CoronaryAngiogram,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,X-rays
R0_CosmeticOther_Age1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Age2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Age3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Age4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Aspiration2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Aspiration3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Aspiration4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_BothRemoved2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_BothRemoved3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_BothRemoved4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Breast1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Breast2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Breast3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Breast4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Details,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Enlargement2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Enlargement3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Enlargement4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Hosp1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Hosp2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Hosp3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Hosp4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Lump2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Lump3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Lump4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Mnth2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Mnth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Mnth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_MoreFour,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Other2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Other3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Other4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_OtherOther1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_OtherOther2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_OtherOther3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_OtherOther4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Reduction2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Reduction3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Reduction4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Removed2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Removed3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Removed4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_SmallSample2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_SmallSample3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_SmallSample4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Surgery1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Surgery2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Surgery3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Surgery4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Town1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Town2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Town3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Town4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Type1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Yr2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Yr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CosmeticOther_Yr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other breast surgery
R0_CountryBorn,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_CountryBornNonUK,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_CurOcup,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_CurrentHght_Cm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentHght_Ft,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentHght_In,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentPreg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Fertility and Pregnancies
R0_CurrentWght_Kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentWght_Lbs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentWght_St,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CurrentWght_When,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_CycleDays_20,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CycleDays_40,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CycleDays_Cur,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CycleDays_Unkn_20,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CycleDays_Unkn_40,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CycleDays_Unkn_Cur,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_CyclingDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_CyclingHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_CyclingMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_DOB_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_DOB_Mnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_DOB_Yr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_DairyConsumption,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_DairyDaysRecentWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_DairyLastAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_DairyNever,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_DancingDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_DancingHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_DancingMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_Date_Day,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other
R0_Date_Month,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other
R0_Date_Year,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other
R0_DayEvnOne,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_DayEvnTwo,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_Delivery_Caesarean,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_Diabetes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_DiabetesAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_Dif_LeftRight_Breast,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Development
R0_DistantRelativesBreastCancer,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_ED_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_ConsultDr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_ConsultDrPeriods,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_DrAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_DrAgeNA,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_DrStartMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_DrStartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_FromAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_FromMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_FromYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_GainLoss,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_General,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_HighWeight_kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_HighWeight_lb,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_HighWeight_st,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LengthLostPeriod_Mnths,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LostPeriods,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LostPeriods_Age,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LostPeriods_AgeNA,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LostPeriods_Yrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LowWeight_kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LowWeight_lb,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_LowWeight_st,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_MoreEpisodes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_MoreThanThree,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_Ongoing,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_PeriodsMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_PeriodsYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_PreWeight_kg,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_PreWeight_lb,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_PreWeight_st,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_StartMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_ToAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_ToMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_ToYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_Type,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_WeightFluctuate,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_WeightGain,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_WeightLoss,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_ED_WeightSame,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_EatingDisorder,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: illnesses
R0_EggConsumption,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_EggDaysRecentWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_EggLastAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_EggNever,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
