variable,table,category,status,source,notes
R0_MotherHeightFeet,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherHeightInches,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherMaidenName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherSurname,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_MotherVitalStatus,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Relatives
R0_Mother_PreEclampsia,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_Mother_PregComp,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_NHSnum,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_NeverRegularCycles,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_NightWakeups,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_NightWorkDaysWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkEndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkHrsWeek,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkMore,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkRecentTenYrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkStartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NightWorkType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Jobs
R0_NonBCDrugDurationMnths,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCDrugDurationYrs,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCDrugEpisodes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCDrugOngoing,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCDrugStartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCDrugType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_NonBCTamoxRaloxUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_Occupation,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_OtherCancerBenignTumor1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerBenignTumor2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerBenignTumor3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerBodyPart1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerBodyPart2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerBodyPart3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisAge1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisAge2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisAge3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisYr1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisYr2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerDiagnosisYr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerHospital,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerOtherBodyPart,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerOtherType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerTown,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherCancerType,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: cancers and benign tumours
R0_OtherContracep1_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep1_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep1_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep1_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep2_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep2_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep2_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep2_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep3_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep4_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_Still,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep5_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep_MoreThan5,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherContracep_MoreThanTwo,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherHormonalContracep,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherModerateExerciseDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherModerateExerciseHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherModerateExerciseMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherName,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_OtherOvarianUterineDesc,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OtherOvarianUterineDisease,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OtherPainkillersDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersEndAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersEndMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersEndYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersMoreEpisodes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersMoreThanFive,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersOngoing,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersRecentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersRegular,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersStartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersStartMth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherPainkillersStartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherRecentPainkillerName,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Medical history: drugs and suppliments
R0_OtherSexHrmn1_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn1_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn1_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn1_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn2_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn2_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn2_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn2_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn3_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn4_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn5_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn6_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_CurrentUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_Name,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StartAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StartMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StartYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StopAge,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StopMnth,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn7_StopYr,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmnUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn_MoreSeven,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSexHrmn_MoreThanTwo,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Contraceptive and HRT
R0_OtherSweatDays,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherSweatHours,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherSweatMinutes,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Physical Activity
R0_OtherTobaccoUse,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,"Alcohol, Smoking, and Diet"
R0_OvaryOp_Age1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Age2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Age3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Age4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_BothOvaries1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_BothOvaries2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_BothOvaries3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_BothOvaries4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_EndMnth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_EndMnth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_EndYr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_EndYr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_FromAge3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_FromAge4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Hospital1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Hospital2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Hospital3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Hospital4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Mnth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Mnth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvary1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvary2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvary3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvary4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvarySide1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvarySide2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvarySide3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OneOvarySide4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Other1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Other2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Other3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Other4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OtherOvaryDesc1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OtherOvaryDesc2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OtherOvaryDesc3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_OtherOvaryDesc4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvary1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvary2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvary3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvary4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvarySide1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvarySide2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvarySide3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_PartialOvarySide4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Reason1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Reason2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Reason3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Reason4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_SideForOther1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_SideForOther2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_SideForOther3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_SideForOther4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_StartMnth3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_StartMnth4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_StartYr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_StartYr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_ToAge3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_ToAge4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Town1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Town2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Town3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Town4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Uterus1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Uterus2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Uterus3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Uterus4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Yr3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryOp_Yr4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryUterusOp1,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryUterusOp2,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryUterusOp3,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_OvaryUterusOpy4,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_Oz_BirthWght,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Birth Details
R0_PartnerOccup,r0_questionnaire,general_information,converted,BaselineMetadata.xlsx Questions sheet,General Information
R0_PerceivedStress,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Other Lifestyle Factors
R0_PeriodsStoppedPerm,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
R0_PeriodsStoppedReason,r0_questionnaire,,pending,BaselineMetadata.xlsx Questions sheet,Menstrual and Menopause
