variable,table,category,status,source,notes
FATHER_DIAG_PSYCH_ANX_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
FATHER_DIAG_PSYCH_DEPR_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
FATHER_DIAG_PSYCH_EAT_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
FATHER_DIAG_REPRO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
FATHER_DIAG_RESP_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
FATHER_DIAG_UROL_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
IMMIGRATE_UK_YR_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_AGE_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_AGE_DECEASED_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_ALIVE_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_A_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_A_2_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_ANAEMIA_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_AUTO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_B_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_CANCER_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_CANCER_SKIN_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_CVD_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_ENDOCR_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_GASTRO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_NEURO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_NEURO_DEV_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_OPTHAL_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_OSTEO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_PSYCH_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_PSYCH_ANX_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_PSYCH_DEPR_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_PSYCH_EAT_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_REPRO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_RESP_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MOTHER_DIAG_UROL_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_A_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_A_2_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_ANAEMIA_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_AUTO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_B_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_CANCER_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_CANCER_SKIN_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_CVD_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_ENDOCR_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_GASTRO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_NEURO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_NEURO_DEV_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_OPTHAL_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_OSTEO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_PSYCH_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_PSYCH_ANX_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_PSYCH_DEPR_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_PSYCH_EAT_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_REPRO_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_RESP_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_DIAG_UROL_1_M,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_NUM_BROTHERS_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SIBLING_NUM_SISTERS_1_1,questionnaire,family_health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIO_FIRST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIO_LAST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIO_NUM_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIO_NUM_2_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIRTHED_FIRST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIRTHED_LAST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
CHILDREN_BIRTHED_NUM_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_2_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_ANAEMIA_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_AUTO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_CANCER_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_CANCER_SKIN_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_CVD_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_ENDOCR_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_GASTRO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_NEURO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_NEURO_DEV_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_OB_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_OPTHAL_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_OSTEO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_PSYCH_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_PSYCH_ANX_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_PSYCH_DEPR_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_PSYCH_EAT_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_REPRO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_RESP_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
DIAG_UROL_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_IMPAIR_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM1_ANX_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM2_WORRY_CONTROL_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM3_WORRY_AMOUNT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM4_RELAX_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM5_RESTLESS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM6_ANNOYED_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GAD7_ITEM7_AFRAID_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_CONTRACEPT_IMPLANT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_CONTRACEPT_METHODS_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_CONTRACEPT_PILL_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_CONTRACEPT_PILL_FIRST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_CONTRACEPT_PILL_LAST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_HRT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_HRT_FIRST_TRT_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_HRT_LAST_TRT_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_HYST_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_HYST_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENOPAUSE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENOPAUSE_2_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENOPAUSE_LAST_PERIOD_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENOPAUSE_LAST_PERIOD_AGE_2_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENSTR_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENSTR_CYCLE_DAYS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENSTR_CYCLE_DAYS_2_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENSTR_LAST_PERIOD_DAYS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_MENSTR_LAST_PERIOD_DAYS_2_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_OOPH_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
GYN_OOPH_AGE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_AMPUTATION_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_COLORECTAL_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_COLORECTAL_YRS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_MAMMOGRAM_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_MAMMOGRAM_YRS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_PROSTATE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_PROSTATE_YRS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_SMEAR_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_CHECK_SMEAR_YRS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_COVID_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_DENTAL_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_FALLS_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_ACUTE_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_ACUTE_2_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHEST_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHEST_SUBSIDE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHEST_WALK_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHEST_WALK_UPHILL_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_BACK_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_BODY_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_FACE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_HEADACHE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_HIP_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_KNEE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_SHOULDER_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_CHRONIC_STOMACH_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_PAIN_LEG_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_RESP_SHORT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_RESP_WHEEZE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_STATUS_CHRONIC_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_STATUS_CURR_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_STATUS_DISABILITY_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_STATUS_DISABILITY_SUPPORT_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_STATUS_PRIVATE_HEALTHCARE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_SUN_PROTECT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_SUN_SOLARIUM_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
HEALTH_WEIGHT_CHG_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_A_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_AUTO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_B_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_C_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_CANCER_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_CVD_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_D_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_DIAB_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_ENDOCR_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_GASTRO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_NEURO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_OSTEO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_PAIN_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_PRESCRIPT_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_PSYCH_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_PSYCH_ANTIDEPR_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_PSYCH_ANTIPSYCH_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_REPRO_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_REPRO_CONTRACEPT_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_RESP_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
MEDICAT_SUPPL_1_M,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_IMPAIR_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM1_INTEREST_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM2_DOWN_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM3_SLEEP_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM4_ENERGY_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM5_APPETITE_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM6_BAD_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM7_CONCENTR_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM8_MOVEMENT_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
PHQ9_ITEM9_HARM_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
SKIP_PHQ9_GAD7_1_1,questionnaire,health_history,converted,our_future_health_data_dictionary_v14.xlsx / our_future_health_codings_v14.xlsx,
